1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0.0305552
53	0.819586
54	4.85444
55	14.2942
56	22.1869
57	26.2331
58	27.912
59	33.9169
60	40.1011
61	45.8051
62	59.6987
63	70.8704
64	90.8695
65	117.649
66	149.166
67	193.336
68	245.719
69	295.184
70	330.683
71	324.599
72	293.322
73	237.04
74	190.773
75	151.921
76	114.713
77	89.7625
78	69.4545
79	56.7548
80	47.7942
81	40.0525
82	33.8755
83	29.4247
84	25.7635
85	20.8743
86	19.2882
87	14.0634
88	8.49892
89	2.4153
90	0.396976
91	0
92	0
93	0
94	0.0382431
95	0
96	0
97	0
98	0
99	0
100	0
