1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0.0782445
52	1.42753
53	12.6138
54	54.6159
55	119.7
56	168.766
57	164.11
58	158.334
59	148.831
60	144.13
61	133.755
62	125.086
63	124.345
64	126.796
65	128.929
66	131.546
67	129.609
68	130.45
69	131.445
70	133.427
71	125.936
72	117.389
73	98.9726
74	90.3749
75	74.6068
76	67.7249
77	65.87
78	68.1575
79	64.2087
80	62.8662
81	62.354
82	60.7011
83	68.3578
84	69.6861
85	61.7854
86	51.702
87	35.2416
88	19.381
89	6.04605
90	0.896496
91	0.152336
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
