1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
42	0	0
43	0	0
44	0	0
45	0	0
46	0	0
47	0	0
48	0	0
49	0	0
50	0	0
51	0	0
52	0	0
53	0	0
54	0	0
55	0	0
56	0	0
57	0	0
58	19	4.3589
59	137	11.7047
60	130	11.4018
61	115	10.7238
62	120	10.9545
63	100	10
64	69	8.30662
65	89	9.43398
66	71	8.42615
67	77	8.77496
68	85	9.21954
69	105	10.247
70	63	7.93725
71	72	8.48528
72	65	8.06226
73	50	7.07107
74	16	4
75	15	3.87298
76	21	4.58258
77	11	3.31662
78	12	3.4641
79	10	3.16228
80	10	3.16228
81	13	3.60555
82	38	6.16441
83	56	7.48331
84	48	6.9282
85	25	5
86	5	2.23607
87	1	1
88	1	1
89	0	0
90	0	0
91	0	0
92	0	0
93	0	0
94	0	0
95	0	0
96	0	0
97	0	0
98	0	0
99	0	0
100	0	0
